"from_str","to_str"
"130h st","130th st"
"130 p","130th pl"
"130 pl","130th pl"
"130pl","130th pl"
"130 pl st","130th"
"130 st","130th st"
"130st pl","131st pl"
"130st st","131st st"
"130t3h st","130th st"
"130 th","130th"
"130th l","130th pl"
"130th p","130th pl"
"130th pl.","130th pl"
"130thpl","130th pl"
"130th place","130th pl"
"130th plc","130th pl"
"130th plk","130th pl"
"130th pll","130th pl"
"130th s","130th st"
"130 th st","130th st"
"130th s t","130th st"
"130th st.","130th st"
"130thst","130th st"
"130th st chgo","130th st"
"130th st pl","130th"
"130th str","130th st"
"130th streeet","130th st"
"130th street","130th st"
"130th stret","130th st"
"130th t","130th st"
"130th th","130th st"
"130t pl","130th pl"
"130t st","130th st"
131,"131st"
"1313st","131st"
"131 pl","131st pl"
"131pl","131st pl"
"131s","131st"
"131s pl","131st pl"
"131s st","131st st"
"131 st","131st"
"131s t","131st"
"131st.","131st"
"131 st.","131st st"
"131st at","131st st"
"131st crt","131st st"
"131st l","131st pl"
"131st palcce","131st pl"
"131st palce","131st pl"
"131 st pl","131st pl"
"131st p l","131st pl"
"131stpl","131st pl"
"131 st place","131st pl"
"131st place","131st pl"
"131st plc","131st pl"
"131st plz","131st pl"
"131st pr","131st pl"
"131 str","131st st"
"131 st rd","131st pl"
"131streeet","131st st"
"131 street","131st st"
"131street","131st st"
"131 st s","131st st"
"131st s","131st st"
"131 st st","131st st"
"131st st.","131st st"
"131sts t","131st st"
"131stst","131st st"
"131st st chgo","131st st"
"131st steret","131st st"
"131st str","131st st"
"131 st street","131st st"
"131st street","131st st"
"131st streete","131st st"
"131st streetr","131st st"
"131st stret","131st st"
"131st sts","131st st"
"131st t","131st st"
"131stt st","131st st"
"131t","131st"
"131th st st","131st st"
"131t pl","131st pl"
"131t st","131st st"
132,"132nd"
"132bd","132nd"
"132dn st","132nd st"
"132 nd","132nd"
"132nda ve","132nd st"
"132nd nd","132nd st"
"132nd ol","132nd pl"
"132nd p","132nd pl"
"`132nd pl","132nd pl"
"132ndp l","132nd pl"
"132ndpl","132nd pl"
"132nd plac","132nd pl"
"132nd place","132nd pl"
"132nd ploace","132nd pl"
"132nd s","132nd st"
"132nd sst","132nd st"
"132nd st.","132nd st"
"132nds t","132nd st"
"132ndst","132nd st"
"132nd st chgo","132nd st"
"132nd steret","132nd st"
"132nd str.","132nd st"
"132nd str","132nd st"
"132nd streeet","132nd st"
"132nd street","132nd st"
"132nd stret","132nd st"
"132nd t","132nd st"
"132nf","132nd"
"132n nd st","132nd st"
"132n pl","132nd pl"
"132n st","132nd st"
"132ns t","132nd st"
"132 pl","132nd pl"
"132rd","132nd"
"132rd st","132nd st"
"132 s","132nd st"
"132 st","132nd st"
"132st pl","131st pl"
133,"133rd"
"1333rd st","133rd st"
"133d st","133rd st"
"133ed","133rd"
"133nd","133rd"
"133nd st","133rd st"
"133 pl","133rd pl"
"133pl","133rd pl"
"133 rd","133rd"
"133r d","133rd"
"133rdd place","133rd pl"
"133rd l","133rd pl"
"133rd palce","133rd pl"
"133rd pk","133rd pl"
"133rd pkl","133rd pl"
"133rd pl.","133rd pl"
"133rdp l","133rd pl"
"133rdpl","133rd pl"
"133 rd place","133rd pl"
"133rd place","133rd pl"
"133rd place\","133rd pl"
"133rds","133rd"
"133rd s","133rd st"
"133 rd st","133rd st"
"133r dst","133rd st"
"133rd s.t","133rd st"
"133rd st--","133rd st"
"133rd st.","133rd st"
"133rds t","133rd st"
"133rdst","133rd st"
"133rd st chgo","133rd st"
"133rd str","133rd st"
"133rds tr","133rd st"
"133rd street","133rd st"
"133rd t","133rd st"
"133rsd pl","133rd pl"
"133r st","133rd st"
"133rs t","133rd st"
"133 s","133rd st"
"133sr","133rd"
"-133 st","133rd st"
"133 st","133rd st"
"133 str","133rd st"
"133st rd","133rd"
134,"134th"
"134 pl","134th pl"
"134 s","134th st"
"134 st","134th st"
"134 str","134th st"
"134t4h","134th"
"134th place","134th pl"
"134th s.","134th st"
"134th s","134th st"
"134th st.","134th st"
"134ths t","134th st"
"134thst","134th st"
"134th street","134th st"
"134th st trl","134th st"
"134th t","134th st"
"134th ts","134th st"
135,"135th"
"135h st","135th st"
"135 pl","135th pl"
"135 st","135th st"
"135th palce","135th pl"
"135th pl.","135th pl"
"135th place","135th pl"
"135 th st","135th st"
"135ths t","135th st"
"135thst","135th st"
"135th street","135th st"
"135th sty","135th st"
136,"136th"
"136 pl","136th pl"
"136 st","136th st"
"136thpl","136th pl"
"136th place","136th pl"
"136th st.","136th st"
"136ths t","136th st"
"136thst","136th st"
"136th street","136th st"
"136th st st","136th st"
"137th street","137th st"
"138 st","138th st"
"138th street","138th st"
"13dth st","13th st"
"13h","13th"
"13h st","13th st"
"13n2d","132nd"
"13n2 st","132nd st"
"13nd pl","132nd pl"
"13oth st","13th st"
"13 pl","13th pl"
"13st pl","131st pl"
"13st. st.","13th st"
"13t0h st","13th st"
"13t","13th"
"13t3h st","13th st"
".13th","13th"
"13 th","13th"
"13thb st","13th st"
"13th p","13th pl"
"13th palce","13th pl"
"13 th pl","13th pl"
"13thpl","13th pl"
"13th place","13th pl"
"13th plae","13th pl"
"13th plce","13th pl"
"13th pol","13th pl"
"13th pst","13th st"
"13ths","13th"
"13th s","13th st"
"13th sreet","13th st"
"-13th st","13th st"
"13 th st","13th st"
"13t hst","13th st"
"13th st-","13th st"
"13th st.","13th st"
"13ths t","13th st"
"13thst","13th st"
"13th steet","13th st"
"13th steret","13th st"
"13th str.","13th st"
"13th str","13th st"
"13th stre","13th st"
"13th street","13th st"
"13th t","13th st"
"13th treet","13th st"
"13thts","13th st"
"13thy st","13th st"
"13tj","13th"
"13tj st","13th st"
"13t st","13th st"
"143rd","133rd"
"144th pl","114th pl"
"148th pl","118th pl"
"14h st","14th st"
"14 pl","14th pl"
"14rh pl","14th pl"
"14 st","14th st"
"14sth place","14th pl"
"14t4h","14th"
"14t4h st","14th st"
"14 th","14th"
"14th]","14th"
"14th ct","14th st"
"14th l","14th pl"
"14th p","14th pl"
"14th pace","14th pl"
"14th palce","14th pl"
"14th pk","14th pl"
"]14th pl","114th pl"
"14 th pl","14th pl"
"14th \pl","14th pl"
"14th pl.","14th pl"
"14thp l","14th pl"
"14thpl","14th pl"
"14th plac","14th pl"
"14th place-","14th pl"
"14th place","14th pl"
"14th place\","14th pl"
"14th plc","14th pl"
"14thplc","14th pl"
"14th plk","14th pl"
"14th po","14th pl"
"14th ppl","14th pl"
"14th s","14th st"
"14 th st","14th st"
"14t hst","14th st"
"14th st/","14th st"
"14th st.","14th st"
"14th st\","14th st"
"14ths t","14th st"
"14thst","14th st"
"14th st9","14th st"
"14th steet","14th st"
"14th ster","14th st"
"14th steret","14th st"
"14th st pl","14th"
"14th str","14th st"
"14th street","14th st"
"14th stret","14th st"
"14th sy","14th st"
"14th t","14th st"
"14th th","14th st"
"14th treet","14th st"
"14th ts","14th st"
"14th wst","14th st"
"14tj","14th"
"14tjh","14th"
"14trh st","14th st"
"14tsht","14th"
"14t st","14th st"
"14tth pl","14th pl"
"15h st","15th st"
"15ht st","15th st"
"15 pl","15th pl"
"15 pl st","15th"
"15 st","15th st"
"15t0h st","15th st"
"15t","15th"
"15tg str","15th st"
"15th+","15th"
"15th +","15th st"
"15th alley","15th"
"15th at","15th st"
"15th av","15th st"
"15th fplace","15th pl"
"15th hst","15th st"
"15th l","15th pl"
"15th p","15th pl"
"15th pk","15th pl"
"15 th pl","15th pl"
"15th p l","15th pl"
"15th pl.","15th pl"
"15thp l","15th pl"
"15thpl","15th pl"
"15 th place","15th pl"
"15th place","15th pl"
"15th plc","15th pl"
"15th pl dr","15th pl"
"15th ppl","15th pl"
"15th s","15th st"
"15th sreet","15th st"
"15th sst","15th st"
".15th st","15th st"
"15 th st","15th st"
"15t hst","15th st"
"15th st-","15th st"
"15th st.","15th st"
"15th. st","15th st"
"15ths t","15th st"
"15thst","15th st"
"15th st3","15th st"
"15th steret","15th st"
"15th str","15th st"
"15th street","15th st"
"15th stret","15th st"
"15th st sd","15th st"
"15th t","15th st"
"15th treet","15th st"
"15tj","15th"
"15tj pl","15th pl"
"15tpl","15th pl"
"15t st","15th st"
"15tth st","15th st"
"15tyh","15th"
"163rd","133rd"
"16h s","16th st"
"16h st","16th st"
"16hth st","16th st"
"16ht st","16th st"
"16 pl","16th pl"
"16 pl st","16th"
"16pl st","16th st"
"16rg st","16th st"
"16 st","16th st"
"16 sth st","16th st"
"16str","16th"
"16t","16th"
"16tf","16th"
"16tg","16th"
"16 th","16th"
"16th+","16th"
"16th -","16th st"
"16th8 st","16th st"
"16tha","16th"
"16th a","16th st"
"16th alley","16th"
"16th av","16th st"
"16th ave st","16th st"
"16th ct","16th st"
"16th place","16th pl"
"16th plo","16th pl"
"16ths","16th"
"16th s","16th st"
"16th set","16th st"
"16th sreet","16th st"
"16th sst","16th st"
"-16th st","116th st"
"16 th st","16th st"
"16t hst","16th st"
"16th s t.","16th st"
"16th st.","16th st"
"16th st+","16th st"
"16ths t","16th st"
"16thst.","16th st"
"16thst","16th st"
"16th steet","16th st"
"16th steret","16th st"
"16th stg","16th st"
"16th sth","16th st"
"16th str","16th st"
"16th stre","16th st"
"16th stree","16th st"
"16th streer","16th st"
"16th street","16th st"
"16th streey","16th st"
"16th stret","16th st"
"16th st st","16th st"
"16th stt","16th st"
"16th sty","16th st"
"16th t","16th st"
"16th th","16th st"
"16thth st","16th st"
"16th ts","16th st"
"16th wst","16th st"
"16tj","16th"
"16tjh st","16th st"
"16tj st","16th st"
"16tnh st","16th st"
"16trh","16th"
"16trh t","16th st"
"16tsht","16th"
"16t st","16th st"
"16tst","16th st"
"16t stt","16th st"
"16tth st","16th st"
"17h st","17th st"
"17ht st","17th st"
"17 pl","17th pl"
"17 st","17th st"
"17t","17th"
"17th ast","17th st"
"17th cgt","17th st"
"17thj","17th"
"17th palce","17th pl"
"17th pl.","17th pl"
"17thpl","17th pl"
"17th pla","17th pl"
"17th place","17th pl"
"17th plcl","17th pl"
"17ths","17th"
"17th s","17th st"
"17th sreet","17th st"
"17th sst","17th st"
"-17th st","17th st"
"17 th st","17th st"
"17t hst","17th st"
"17th s.t","17th st"
"17th st-","17th st"
"17th st.","17th st"
"17th st]","17th st"
"17th st+","17th st"
"17ths t","17th st"
"17thst","17th st"
"17th st2","17th st"
"17t h str","17th st"
"17th str","17th st"
"17th stre","17th st"
"17th stree","17th st"
"17th street","17th st"
"17th st st","17th st"
"17th t","17th st"
"17th tr","17th st"
"17th treet","17th st"
"17t s","17th st"
"17tsht","17th"
"17t st","17th st"
"17tst","17th st"
"180h st","18th st"
"1818th","118th"
"18 dr","18th dr"
"18h","18th"
"18h pl","18th pl"
"18h s","18th st"
"18h st","18th st"
"18h t","18th st"
"18hth place","18th pl"
"18ht pl","18th pl"
"18htr st","18th st"
"18h tst","18th st"
"18ht st","18th st"
"18 pl","18th pl"
"18 st","18th st"
"18sth st","18th st"
"18t","18th"
".18th","18th"
"18 th","18th"
"18th+","18th"
"18th3","18th"
"18th8 pl","18th pl"
"18th 8st","18th st"
"18th8 st","18th st"
"18th alley","18th"
"18tha t","18th st"
"18th ct","18th st"
"18th drive","18th dr"
"18th drv","18th dr"
"18th dt","18th dr"
"18thh st","18th st"
"18thj","18th"
"18th p","18th pl"
"18th palce","18th pl"
"18th phl","18th pl"
"18th pk","18th pl"
"18th pkl","18th pl"
"-18th pl","118th pl"
".18th pl","118th pl"
"18 th pl","18th pl"
"18t hpl","18th pl"
"18th pl.","18th pl"
"18thp l","18th pl"
"18thpl","18th pl"
"18th pla","18th pl"
"18th placae","18th pl"
"18th placce","18th pl"
"18th placde","18th pl"
"18th place","18th pl"
"18th plc","18th pl"
"18thplc","18th pl"
"18th plce","18th pl"
"18th plk","18th pl"
"18th rd","18th dr"
"18ths","18th"
"18th s.","18th st"
"18th s","18th st"
"18th s8t","18th st"
"18th sgt","18th st"
"18th spl","18th pl"
"18th sr","18th dr"
"18th sreet","18th st"
"18th st0","18th st"
"-18th st","118th st"
".18th st","118th st"
"+18th st","118th st"
"18th st1","18th st"
"18 th st","18th st"
"18t hst","18th st"
"18th s t","18th st"
"18th s.t","18th st"
"18th st-","18th st"
"18th st/","18th st"
"18th st.","18th st"
"18th st'","18th st"
"18th st]","18th st"
"18th st+","18th st"
"18ths t","18th st"
"18thst","18th st"
"18th st3","18th st"
"18th st ave","18th st"
"18th steret","18th st"
"18th stg","18th st"
"18th st pl","18th"
"18th str","18th st"
"18thstr","18th st"
"18th stre","18th st"
"18th stree","18th st"
"18th street","18th st"
"18th strert","18th st"
"18th stret","18th st"
"18th sts","18th st"
"18th st st","18th st"
"18th stt","18th st"
"18th sty","18th st"
"18th t","18th st"
"18th tr","18th dr"
"18th treet","18th st"
"18th ts","18th st"
"18tht st","18th st"
"18thy","18th"
"18thy st","18th st"
"18t pl","18th pl"
"18trh st","18th st"
"18tsht","18th"
"18t st","18th st"
"18tst","18th st"
"18t stre","18th st"
"18tth","18th"
"18tth st","18th st"
"18ty","18th"
"190 exp","i190 expy"
"190 expwy","i190 expy"
190,"i190"
"19ath st","19th st"
"19gth st","19th st"
"19h","19th"
"19h s","19th st"
"19h st'","19th st"
"19h st","19th st"
"19hth pl","19th pl"
"19hth st","19th st"
"19ht st","19th st"
"19htst","19th st"
"19 pl","19th pl"
"19rth st","19th st"
"19sht","19th"
"19 st","19th st"
"19sth","19th"
"19t","19th"
"19tg","19th"
"19 th","19th"
"19th.","19th"
"19th3","19th"
"19th 8st","19th st"
"19th8 st","19th st"
"19th9 st","19th st"
"19th alley","19th"
"19th ast","19th st"
"19thg st","19th st"
"19th l","19th pl"
"19th nst","19th st"
"19thnst","19th st"
"19th p","19th pl"
"19th p[l","19th pl"
"19th pl.","19th pl"
"19thpl","19th pl"
"19th pla","19th pl"
"19th placde","19th pl"
"19th place","19th pl"
"19th plc","19th pl"
"19ths","19th"
"19th s","19th st"
"19th s9t","19th st"
"19th sreet","19th st"
"19th sret","19th st"
"-19th st","19th st"
"19 th st","19th st"
"19t hst","19th st"
"19th st-","19th st"
"19th st.","19th st"
"19th st+","19th st"
"19ths t","19th st"
"19thst","19th st"
"19th st3","19th st"
"19th steet","19th st"
"19th steret","19th st"
"19th stf","19th st"
"19th str","19th st"
"19th stre","19th st"
"19th stree","19th st"
"19th street","19th st"
"19th stret","19th st"
"19th sts","19th st"
"19th st st","19th st"
"19th t","19th st"
"19th th st","19th st"
"19th treet","19th st"
"19th ts","19th st"
"19tj","19th"
"19tjh","19th"
"19tj st","19th st"
"19trh str","19th st"
"19tsht","19th"
"19t st","19th st"
"19tst","19th st"
"19tth st","19th st"
"1avenue h","avenue h"
"1diversey","diversey"
"1elston","elston"
"1illinois","illinois"
"1lawndale","lawndale"
"1ndiana","indiana"
"1solidarity dr","solidarity dr"
"1th pl","11th pl"
"1wi190 expy","i190 expy"
"20 pl","20th pl"
"20 th","20th"
"20th palce","20th pl"
"20 th pl","20th pl"
"20th pl.","20th pl"
"20thpl","20th pl"
"20th place","20th pl"
"20th plc","20th pl"
"20th pt","20th pl"
"21 pl","21st pl"
"21 pl st","21st"
"21rst place","21st pl"
"21s","21st"
"21s pl","21st pl"
"21sr","21st"
"21s s","21st st"
"21sst","21st"
"21s st","21st st"
"21s st st","21st st"
"21 s t","21st"
"21 st","21st"
"21 st+","21st"
"21s t","21st"
"21st-","21st"
"21st'","21st"
"21st+","21st"
"21st4","21st"
"21st alley","21st"
"21st ct","21st st"
"21stg","21st"
"21sth pl","21st pl"
"21st l","21st pl"
"21st nst","21st st"
"21st p","21st pl"
"21st pace","21st pl"
"21st pal","21st pl"
"21st palce","21st pl"
"'21st pl","21st pl"
"21 st pl","21st pl"
"21s tpl","21st pl"
"21st [pl","21st pl"
"21st pl","21st pl"
"21st p l","21st pl"
"21st pl-","21st pl"
"21st pl.","21st pl"
"21st pl\","21st pl"
"21st pl+","21st pl"
"21stp l","21st pl"
"21stpl","21st pl"
"21st pl2","21st pl"
"21st pla","21st pl"
"21st placae","21st pl"
"21 st place","21st pl"
"21st place","21st pl"
"21st placer","21st pl"
"21st placwe","21st pl"
"21st plaza","21st pl"
"21 st plc","21st pl"
"21st plc","21st pl"
"21st plce","21st pl"
"21st plo","21st pl"
"21st po","21st pl"
"21str","21st"
"21street","21st st"
"21sts","21st"
"21st s","21st st"
"21st sreet","21st st"
"21st sst","21st st"
"+21st st","21st st"
"21 st st","21st st"
"21s tst","21st st"
"21st s t","21st st"
"21st s.t","21st st"
"21st st-","21st st"
"21st st.","21st st"
"21st st'","21st st"
"21sts t","21st st"
"21stst","21st st"
"21st steret","21st st"
"21st stert","21st st"
"21st st pl","21st"
"21 st str","21st st"
"21st str","21st st"
"21sts tr","21st st"
"21st stre","21st st"
"21st stree","21st st"
"21st street","21st st"
"21st stret","21st st"
"21st sts","21st st"
"21stt","21st"
"21st t","21st st"
"21st th","21st st"
"21st tr","21st st"
"21st treet","21st st"
"21st ts","21st st"
"21sy","21st"
"21 t","21st"
"21t","21st"
"21thst","21st st"
"21t pl","21st pl"
"21tr st","21st st"
"21t st","21st st"
"21t st pl","21st pl"
"21t t","21st st"
"222nd st","122nd st"
"225th pl","125th pl"
"22d pl","22nd pl"
"22md","22nd"
"22nd fl","22nd pl"
"22nd l","22nd pl"
"22ndn pl","22nd pl"
"22nd p","22nd pl"
"22nd palce","22nd pl"
"22nd pl0","22nd pl"
"22 nd pl","22nd pl"
"22n dpl","22nd pl"
"22nd pl.","22nd pl"
"22nd pl'","22nd pl"
"22ndp l","22nd pl"
"22ndpl","22nd pl"
"22nd pl9","22nd pl"
"22nd placae","22nd pl"
"22nd place","22nd pl"
"22nd plc","22nd pl"
"22nd pld","22nd pl"
"22nds","22nd"
"22nd spl","22nd pl"
"22nd st","122nd st"
"22ne","22nd"
"22nmd","22nd"
"22n pl","22nd pl"
"22 pl","22nd pl"
"22rd pl","22nd pl"
"23 d","23rd"
"23d","23rd"
"23d pl","23rd pl"
"23dr st","23rd st"
"23d st.","23rd st"
"23d st","23rd st"
"23d str","23rd st"
"23nd","23rd"
"23nd pl","22nd pl"
"23ndpl","23rd pl"
"23nd place","23rd pl"
"23nd st","23rd st"
"23 pl","23rd pl"
"23 pl st","23rd"
"23r","23rd"
"23 rd","23rd"
"23rd--","23rd"
"23rd .","23rd pl"
"23rd bl","23rd pl"
"23rd ct","23rd st"
"23rd dt","23rd dr"
"23rd l","23rd pl"
"23rd ok","23rd pl"
"23rd p","23rd pl"
"23rd palce","23rd pl"
"-23rd pl","23rd pl"
".23rd pl","23rd pl"
"23 rd pl","23rd pl"
"23 rdpl","23rd pl"
"23r d pl","23rd pl"
"23rd \pl","23rd pl"
"23rd pl","23rd pl"
"23rd p l","23rd pl"
"23rd pl.","23rd pl"
"23rdp l","23rd pl"
"23rdpl.","23rd pl"
"23rdpl","23rd pl"
"23rd pla","23rd pl"
"23rd plac","23rd pl"
"23rd placae","23rd pl"
"23rd place","23rd pl"
"23rd placee","23rd pl"
"23rd placle","23rd pl"
"23rd placr","23rd pl"
"23rd plc","23rd pl"
"23rd plce","23rd pl"
"23rd pll","23rd pl"
"23rd pls","23rd pl"
